"","bat_flight","FA","num_buzz","dur_FA","rate"
"8197","bat",NA,NA,NA,NA
"8198","bat",NA,NA,NA,NA
"8199","bat",NA,NA,NA,NA
"8200","bat",NA,NA,NA,NA
"8201","bat",NA,NA,NA,NA
"8202","bat",NA,NA,NA,NA
"8203","bat",NA,NA,NA,NA
"8204","bat",NA,NA,NA,NA
"8205","bat",NA,NA,NA,NA
"8206","bat",NA,NA,NA,NA
"8207","bat",NA,NA,NA,NA
"8208","bat",NA,NA,NA,NA
"8209","bat",NA,NA,NA,NA
"8210","bat",NA,NA,NA,NA
"8211","bat",NA,NA,NA,NA
"8212","bat",NA,NA,NA,NA
"8213","bat",NA,NA,NA,NA
"8214","bat",NA,NA,NA,NA
"8215","bat",NA,NA,NA,NA
"8216","bat",NA,NA,NA,NA
"8217","bat",NA,NA,NA,NA
"8218","bat",NA,NA,NA,NA
"8219","bat",NA,NA,NA,NA
"8220","bat",NA,NA,NA,NA
"8221","bat",NA,NA,NA,NA
"8222","bat",NA,NA,NA,NA
"8223","bat",NA,NA,NA,NA
"8224","bat",NA,NA,NA,NA
"8225","bat",NA,NA,NA,NA
"8226","bat",NA,NA,NA,NA
"8227","bat",NA,NA,NA,NA
"8228","bat",NA,NA,NA,NA
"8229","bat",NA,NA,NA,NA
"8230","bat",NA,NA,NA,NA
"8231","bat",NA,NA,NA,NA
"8232","bat",NA,NA,NA,NA
"8233","bat",NA,NA,NA,NA
"8234","bat",NA,NA,NA,NA
"8235","bat",NA,NA,NA,NA
"8236","bat",NA,NA,NA,NA
"8237","bat",NA,NA,NA,NA
"8238","bat",NA,NA,NA,NA
"8239","bat",NA,NA,NA,NA
"8240","bat",NA,NA,NA,NA
"8241","bat",NA,NA,NA,NA
"8242","bat",NA,NA,NA,NA
"8243","bat",NA,NA,NA,NA
"8244","bat",NA,NA,NA,NA
"8245","bat",NA,NA,NA,NA
"8246","bat",NA,NA,NA,NA
"8247","bat",NA,NA,NA,NA
"8248","bat",NA,NA,NA,NA
"8249","bat",NA,NA,NA,NA
"8250","bat",NA,NA,NA,NA
"8251","bat",NA,NA,NA,NA
"8252","bat",NA,NA,NA,NA
"8253","bat",NA,NA,NA,NA
"8254","bat",NA,NA,NA,NA
"8255","bat",NA,NA,NA,NA
"8256","bat",NA,NA,NA,NA
"8257","bat",NA,NA,NA,NA
"8258","bat",NA,NA,NA,NA
"8259","bat",NA,NA,NA,NA
"8260","bat",NA,NA,NA,NA
"8261","bat",NA,NA,NA,NA
"8262","bat",NA,NA,NA,NA
"8263","bat",NA,NA,NA,NA
"8264","bat",NA,NA,NA,NA
"8265","bat",NA,NA,NA,NA
"8266","bat",NA,NA,NA,NA
"8267","bat",NA,NA,NA,NA
"8268","bat",NA,NA,NA,NA
"8269","bat",NA,NA,NA,NA
"8270","bat",NA,NA,NA,NA
"8271","bat",NA,NA,NA,NA
"8272","bat",NA,NA,NA,NA
"8273","bat",NA,NA,NA,NA
"8274","bat",NA,NA,NA,NA
"8275","bat",NA,NA,NA,NA
"8276","bat",NA,NA,NA,NA
"8277","bat",NA,NA,NA,NA
"8278","bat",NA,NA,NA,NA
"8279","bat",NA,NA,NA,NA
"8280","bat",NA,NA,NA,NA
"8281","bat",NA,NA,NA,NA
"8282","bat",NA,NA,NA,NA
"8283","bat",NA,NA,NA,NA
"8284","bat",NA,NA,NA,NA
"8285","bat",NA,NA,NA,NA
"8286","bat",NA,NA,NA,NA
"8287","bat",NA,NA,NA,NA
"8288","bat",NA,NA,NA,NA
"8289","bat",NA,NA,NA,NA
"8290","bat",NA,NA,NA,NA
"8291","bat",NA,NA,NA,NA
"8292","bat",NA,NA,NA,NA
"8293","bat",NA,NA,NA,NA
"8294","bat",NA,NA,NA,NA
"8295","bat",NA,NA,NA,NA
"8296","bat",NA,NA,NA,NA
"8297","bat",NA,NA,NA,NA
"8298","bat",NA,NA,NA,NA
"8299","bat",NA,NA,NA,NA
"8300","bat",NA,NA,NA,NA
"8301","bat",NA,NA,NA,NA
"8302","bat",NA,NA,NA,NA
"8303","bat",NA,NA,NA,NA
"8304","bat",NA,NA,NA,NA
"8305","bat",NA,NA,NA,NA
"8306","bat",NA,NA,NA,NA
"8307","bat",NA,NA,NA,NA
"8308","bat",NA,NA,NA,NA
"8309","bat",NA,NA,NA,NA
"8310","bat",NA,NA,NA,NA
"8311","bat",NA,NA,NA,NA
"8312","bat",NA,NA,NA,NA
"8313","bat",NA,NA,NA,NA
"8314","bat",NA,NA,NA,NA
"8315","bat",NA,NA,NA,NA
"8316","bat",NA,NA,NA,NA
"8317","bat",NA,NA,NA,NA
"8318","bat",NA,NA,NA,NA
"8319","bat",NA,NA,NA,NA
"8320","bat",NA,NA,NA,NA
"8321","bat",NA,NA,NA,NA
"8322","bat",NA,NA,NA,NA
"8323","bat",NA,NA,NA,NA
"8324","bat",NA,NA,NA,NA
"8325","bat",NA,NA,NA,NA
"8326","bat",NA,NA,NA,NA
"8327","bat",NA,NA,NA,NA
"8328","bat",NA,NA,NA,NA
"8329","bat",NA,NA,NA,NA
"8330","bat",NA,NA,NA,NA
"8331","bat",NA,NA,NA,NA
"8332","bat",NA,NA,NA,NA
"8333","bat",NA,NA,NA,NA
"8334","bat",NA,NA,NA,NA
"8335","bat",NA,NA,NA,NA
"8336","bat",NA,NA,NA,NA
"8337","bat",NA,NA,NA,NA
"8338","bat",NA,NA,NA,NA
"8339","bat",NA,NA,NA,NA
"8340","bat",NA,NA,NA,NA
"8341","bat",NA,NA,NA,NA
"8342","bat",NA,NA,NA,NA
"8343","bat",NA,NA,NA,NA
"8344","bat",NA,NA,NA,NA
"8345","bat",NA,NA,NA,NA
"8346","bat",NA,NA,NA,NA
"8347","bat",NA,NA,NA,NA
"8348","bat",NA,NA,NA,NA
"8349","bat",NA,NA,NA,NA
"8350","bat",NA,NA,NA,NA
"8351","bat",NA,NA,NA,NA
"8352","bat",NA,NA,NA,NA
"8353","bat",NA,NA,NA,NA
"8354","bat",NA,NA,NA,NA
"8355","bat",NA,NA,NA,NA
"8356","bat",NA,NA,NA,NA
"8357","bat",NA,NA,NA,NA
"8358","bat",NA,NA,NA,NA
"8359","bat",NA,NA,NA,NA
"8360","bat",NA,NA,NA,NA
"8361","bat",NA,NA,NA,NA
"8362","bat",NA,NA,NA,NA
"8363","bat",NA,NA,NA,NA
"8364","bat",NA,NA,NA,NA
"8365","bat",NA,NA,NA,NA
"8366","bat",NA,NA,NA,NA
"8367","bat",NA,NA,NA,NA
"8368","bat",NA,NA,NA,NA
"8369","bat",NA,NA,NA,NA
"8370","bat",NA,NA,NA,NA
"8371","bat",NA,NA,NA,NA
"8372","bat",NA,NA,NA,NA
"8373","bat",NA,NA,NA,NA
"8374","bat",NA,NA,NA,NA
"8375","bat",NA,NA,NA,NA
"8376","bat",NA,NA,NA,NA
"8377","bat",NA,NA,NA,NA
"8378","bat",NA,NA,NA,NA
"8379","bat",NA,NA,NA,NA
"8380","bat",NA,NA,NA,NA
"8381","bat",NA,NA,NA,NA
"8382","bat",NA,NA,NA,NA
"8383","bat",NA,NA,NA,NA
"8384","bat",NA,NA,NA,NA
"8385","bat",NA,NA,NA,NA
"8386","bat",NA,NA,NA,NA
"8387","bat",NA,NA,NA,NA
"8388","bat",NA,NA,NA,NA
"8389","bat",NA,NA,NA,NA
"8390","bat",NA,NA,NA,NA
"8391","bat",NA,NA,NA,NA
"8392","bat",NA,NA,NA,NA
"8393","bat",NA,NA,NA,NA
"8394","bat",NA,NA,NA,NA
"8395","bat",NA,NA,NA,NA
"8396","bat",NA,NA,NA,NA
"8397","bat",NA,NA,NA,NA
"8398","bat",NA,NA,NA,NA
"8399","bat",NA,NA,NA,NA
"8400","bat",NA,NA,NA,NA
"8401","bat",NA,NA,NA,NA
"8402","bat",NA,NA,NA,NA
"8403","bat",NA,NA,NA,NA
"8404","bat",NA,NA,NA,NA
"8405","bat",NA,NA,NA,NA
"8406","bat",NA,NA,NA,NA
"8407","bat",NA,NA,NA,NA
"8408","bat",NA,NA,NA,NA
"8409","bat",NA,NA,NA,NA
"8410","bat",NA,NA,NA,NA
"8411","bat",NA,NA,NA,NA
"8412","bat",NA,NA,NA,NA
"8413","bat",NA,NA,NA,NA
"8414","bat",NA,NA,NA,NA
"8415","bat",NA,NA,NA,NA
"8416","bat",NA,NA,NA,NA
"8417","bat",NA,NA,NA,NA
"8418","bat",NA,NA,NA,NA
"8419","bat",NA,NA,NA,NA
"8420","bat",NA,NA,NA,NA
"8421","bat",NA,NA,NA,NA
"8422","bat",NA,NA,NA,NA
"8423","bat",NA,NA,NA,NA
"8424","bat",NA,NA,NA,NA
"8425","bat",NA,NA,NA,NA
"8426","bat",NA,NA,NA,NA
"8427","bat",NA,NA,NA,NA
"8428","bat",NA,NA,NA,NA
"8429","bat",NA,NA,NA,NA
"8430","bat",NA,NA,NA,NA
"8431","bat",NA,NA,NA,NA
"8432","bat",NA,NA,NA,NA
"8433","bat",NA,NA,NA,NA
"8434","bat",NA,NA,NA,NA
"8435","bat",NA,NA,NA,NA
"8436","bat",NA,NA,NA,NA
"8437","bat",NA,NA,NA,NA
"8438","bat",NA,NA,NA,NA
"8439","bat",NA,NA,NA,NA
"8440","bat",NA,NA,NA,NA
"8441","bat",NA,NA,NA,NA
"8442","bat",NA,NA,NA,NA
"8443","bat",NA,NA,NA,NA
"8444","bat",NA,NA,NA,NA
"8445","bat",NA,NA,NA,NA
"8446","bat",NA,NA,NA,NA
"8447","bat",NA,NA,NA,NA
"8448","bat",NA,NA,NA,NA
"8449","bat",NA,NA,NA,NA
"8450","bat",NA,NA,NA,NA
"8451","bat",NA,NA,NA,NA
"8452","bat",NA,NA,NA,NA
"8453","bat",NA,NA,NA,NA
"8454","bat",NA,NA,NA,NA
"8455","bat",NA,NA,NA,NA
"8456","bat",NA,NA,NA,NA
"8457","bat",NA,NA,NA,NA
"8458","bat",NA,NA,NA,NA
"8459","bat",NA,NA,NA,NA
"8460","bat",NA,NA,NA,NA
"8461","bat",NA,NA,NA,NA
"8462","bat",NA,NA,NA,NA
"8463","bat",NA,NA,NA,NA
"8464","bat",NA,NA,NA,NA
"8465","bat",NA,NA,NA,NA
"8466","bat",NA,NA,NA,NA
"8467","bat",NA,NA,NA,NA
"8468","bat",NA,NA,NA,NA
"8469","bat",NA,NA,NA,NA
"8470","bat",NA,NA,NA,NA
"8471","bat",NA,NA,NA,NA
"8472","bat",NA,NA,NA,NA
"8473","bat",NA,NA,NA,NA
"8474","bat",NA,NA,NA,NA
"8475","bat",NA,NA,NA,NA
"8476","bat",NA,NA,NA,NA
"8477","bat",NA,NA,NA,NA
"8478","bat",NA,NA,NA,NA
"8479","bat",NA,NA,NA,NA
"8480","bat",NA,NA,NA,NA
"8481","bat",NA,NA,NA,NA
"8482","bat",NA,NA,NA,NA
"8483","bat",NA,NA,NA,NA
"8484","bat",NA,NA,NA,NA
"8485","bat",NA,NA,NA,NA
"8486","bat",NA,NA,NA,NA
"8487","bat",NA,NA,NA,NA
"8488","bat",NA,NA,NA,NA
"8489","bat",NA,NA,NA,NA
"8490","bat",NA,NA,NA,NA
"8491","bat",NA,NA,NA,NA
"8492","bat",NA,NA,NA,NA
"8493","bat",NA,NA,NA,NA
"8494","bat",NA,NA,NA,NA
"8495","bat",NA,NA,NA,NA
"8496","bat",NA,NA,NA,NA
"8497","bat",NA,NA,NA,NA
"8498","bat",NA,NA,NA,NA
"8499","bat",NA,NA,NA,NA
"8500","bat",NA,NA,NA,NA
"8501","bat",NA,NA,NA,NA
"8502","bat",NA,NA,NA,NA
"8503","bat",NA,NA,NA,NA
"8504","bat",NA,NA,NA,NA
"8505","bat",NA,NA,NA,NA
"8506","bat",NA,NA,NA,NA
"8507","bat",NA,NA,NA,NA
"8508","bat",NA,NA,NA,NA
"8509","bat",NA,NA,NA,NA
"8510","bat",NA,NA,NA,NA
"8511","bat",NA,NA,NA,NA
"8512","bat",NA,NA,NA,NA
"8513","bat",NA,NA,NA,NA
"8514","bat",NA,NA,NA,NA
"8515","bat",NA,NA,NA,NA
"8516","bat",NA,NA,NA,NA
"8517","bat",NA,NA,NA,NA
"8518","bat",NA,NA,NA,NA
"8519","bat",NA,NA,NA,NA
"8520","bat",NA,NA,NA,NA
"8521","bat",NA,NA,NA,NA
"8522","bat",NA,NA,NA,NA
"8523","bat",NA,NA,NA,NA
"8524","bat",NA,NA,NA,NA
"8525","bat",NA,NA,NA,NA
"8526","bat",NA,NA,NA,NA
"8527","bat",NA,NA,NA,NA
"8528","bat",NA,NA,NA,NA
"8529","bat",NA,NA,NA,NA
"8530","bat",NA,NA,NA,NA
"8531","bat",NA,NA,NA,NA
"8532","bat",NA,NA,NA,NA
"8533","bat",NA,NA,NA,NA
"8534","bat",NA,NA,NA,NA
"8535","bat",NA,NA,NA,NA
"8536","bat",NA,NA,NA,NA
"8537","bat",NA,NA,NA,NA
"8538","bat",NA,NA,NA,NA
"8539","bat",NA,NA,NA,NA
"8540","bat",NA,NA,NA,NA
"8541","bat",NA,NA,NA,NA
"8542","bat",NA,NA,NA,NA
"8543","bat",NA,NA,NA,NA
"8544","bat",NA,NA,NA,NA
"8545","bat",NA,NA,NA,NA
"8546","bat",NA,NA,NA,NA
"8547","bat",NA,NA,NA,NA
"8548","bat",NA,NA,NA,NA
"8549","bat",NA,NA,NA,NA
"8550","bat",NA,NA,NA,NA
"8551","bat",NA,NA,NA,NA
"8552","bat",NA,NA,NA,NA
"8553","bat",NA,NA,NA,NA
"8554","bat",NA,NA,NA,NA
"8555","bat",NA,NA,NA,NA
"8556","bat",NA,NA,NA,NA
"8557","bat",NA,NA,NA,NA
"8558","bat",NA,NA,NA,NA
"8559","bat",NA,NA,NA,NA
"8560","bat",NA,NA,NA,NA
"8561","bat",NA,NA,NA,NA
"8562","bat",NA,NA,NA,NA
"8563","bat",NA,NA,NA,NA
"8564","bat",NA,NA,NA,NA
"8565","bat",NA,NA,NA,NA
"8566","bat",NA,NA,NA,NA
"8567","bat",NA,NA,NA,NA
"8568","bat",NA,NA,NA,NA
"8569","bat",NA,NA,NA,NA
"8570","bat",NA,NA,NA,NA
"8571","bat",NA,NA,NA,NA
"8572","bat",NA,NA,NA,NA
"8573","bat",NA,NA,NA,NA
"8574","bat",NA,NA,NA,NA
"8575","bat",NA,NA,NA,NA
"8576","bat",NA,NA,NA,NA
"8577","bat",NA,NA,NA,NA
"8578","bat",NA,NA,NA,NA
"8579","bat",NA,NA,NA,NA
"8580","bat",NA,NA,NA,NA
"8581","bat",NA,NA,NA,NA
"8582","bat",NA,NA,NA,NA
"8583","bat",NA,NA,NA,NA
"8584","bat",NA,NA,NA,NA
"8585","bat",NA,NA,NA,NA
"8586","bat",NA,NA,NA,NA
"8587","bat",NA,NA,NA,NA
"8588","bat",NA,NA,NA,NA
"8589","bat",NA,NA,NA,NA
"8590","bat",NA,NA,NA,NA
"8591","bat",NA,NA,NA,NA
"8592","bat",NA,NA,NA,NA
"8593","bat",NA,NA,NA,NA
"8594","bat",NA,NA,NA,NA
"8595","bat",NA,NA,NA,NA
"8596","bat",NA,NA,NA,NA
"8597","bat",NA,NA,NA,NA
"8598","bat",NA,NA,NA,NA
"8599","bat",NA,NA,NA,NA
"8600","bat",NA,NA,NA,NA
"8601","bat",NA,NA,NA,NA
"8602","bat",NA,NA,NA,NA
"8603","bat",NA,NA,NA,NA
"8604","bat",NA,NA,NA,NA
"8605","bat",NA,NA,NA,NA
"8606","bat",NA,NA,NA,NA
"8607","bat",NA,NA,NA,NA
"8608","bat",NA,NA,NA,NA
"8609","bat",NA,NA,NA,NA
"8610","bat",NA,NA,NA,NA
"8611","bat",NA,NA,NA,NA
"8612","bat",NA,NA,NA,NA
"8613","bat",NA,NA,NA,NA
"8614","bat",NA,NA,NA,NA
"8615","bat",NA,NA,NA,NA
"8616","bat",NA,NA,NA,NA
"8617","bat",NA,NA,NA,NA
"8618","bat",NA,NA,NA,NA
"8619","bat",NA,NA,NA,NA
"8620","bat",NA,NA,NA,NA
"8621","bat",NA,NA,NA,NA
"8622","bat",NA,NA,NA,NA
"8623","bat",NA,NA,NA,NA
"8624","bat",NA,NA,NA,NA
"8625","bat",NA,NA,NA,NA
"8626","bat",NA,NA,NA,NA
"8627","bat",NA,NA,NA,NA
"8628","bat",NA,NA,NA,NA
"8629","bat",NA,NA,NA,NA
"8630","bat",NA,NA,NA,NA
"8631","bat",NA,NA,NA,NA
"8632","bat",NA,NA,NA,NA
"8633","bat",NA,NA,NA,NA
"8634","bat",NA,NA,NA,NA
"8635","bat",NA,NA,NA,NA
"8636","bat",NA,NA,NA,NA
"8637","bat",NA,NA,NA,NA
"8638","bat",NA,NA,NA,NA
"8639","bat",NA,NA,NA,NA
"8640","bat",NA,NA,NA,NA
"8641","bat",NA,NA,NA,NA
"8642","bat",NA,NA,NA,NA
"8643","bat",NA,NA,NA,NA
"8644","bat",NA,NA,NA,NA
"8645","bat",NA,NA,NA,NA
"8646","bat",NA,NA,NA,NA
"8647","bat",NA,NA,NA,NA
"8648","bat",NA,NA,NA,NA
"8649","bat",NA,NA,NA,NA
"8650","bat",NA,NA,NA,NA
"8651","bat",NA,NA,NA,NA
"8652","bat",NA,NA,NA,NA
"8653","bat",NA,NA,NA,NA
"8654","bat",NA,NA,NA,NA
"8655","bat",NA,NA,NA,NA
"8656","bat",NA,NA,NA,NA
"8657","bat",NA,NA,NA,NA
"8658","bat",NA,NA,NA,NA
"8659","bat",NA,NA,NA,NA
"8660","bat",NA,NA,NA,NA
"8661","bat",NA,NA,NA,NA
"8662","bat",NA,NA,NA,NA
"8663","bat",NA,NA,NA,NA
"8664","bat",NA,NA,NA,NA
"8665","bat",NA,NA,NA,NA
"8666","bat",NA,NA,NA,NA
"8667","bat",NA,NA,NA,NA
"8668","bat",NA,NA,NA,NA
"8669","bat",NA,NA,NA,NA
"8670","bat",NA,NA,NA,NA
"8671","bat",NA,NA,NA,NA
"8672","bat",NA,NA,NA,NA
"8673","bat",NA,NA,NA,NA
"8674","bat",NA,NA,NA,NA
"8675","bat",NA,NA,NA,NA
"8676","bat",NA,NA,NA,NA
"8677","bat",NA,NA,NA,NA
"8678","bat",NA,NA,NA,NA
"8679","bat",NA,NA,NA,NA
"8680","bat",NA,NA,NA,NA
"8681","bat",NA,NA,NA,NA
"8682","bat",NA,NA,NA,NA
"8683","bat",NA,NA,NA,NA
"8684","bat",NA,NA,NA,NA
"8685","bat",NA,NA,NA,NA
"8686","bat",NA,NA,NA,NA
"8687","bat",NA,NA,NA,NA
"8688","bat",NA,NA,NA,NA
"8689","bat",NA,NA,NA,NA
"8690","bat",NA,NA,NA,NA
"8691","bat",NA,NA,NA,NA
"8692","bat",NA,NA,NA,NA
"8693","bat",NA,NA,NA,NA
"8694","bat",NA,NA,NA,NA
"8695","bat",NA,NA,NA,NA
"8696","bat",NA,NA,NA,NA
"8697","bat",NA,NA,NA,NA
"8698","bat",NA,NA,NA,NA
"8699","bat",NA,NA,NA,NA
"8700","bat",NA,NA,NA,NA
"8701","bat",NA,NA,NA,NA
"8702","bat",NA,NA,NA,NA
"8703","bat",NA,NA,NA,NA
"8704","bat",NA,NA,NA,NA
"8705","bat",NA,NA,NA,NA
"8706","bat",NA,NA,NA,NA
"8707","bat",NA,NA,NA,NA
"8708","bat",NA,NA,NA,NA
"8709","bat",NA,NA,NA,NA
"8710","bat",NA,NA,NA,NA
"8711","bat",NA,NA,NA,NA
"8712","bat",NA,NA,NA,NA
"8713","bat",NA,NA,NA,NA
"8714","bat",NA,NA,NA,NA
"8715","bat",NA,NA,NA,NA
"8716","bat",NA,NA,NA,NA
"8717","bat",NA,NA,NA,NA
"8718","bat",NA,NA,NA,NA
"8719","bat",NA,NA,NA,NA
"8720","bat",NA,NA,NA,NA
"8721","bat",NA,NA,NA,NA
"8722","bat",NA,NA,NA,NA
"8723","bat",NA,NA,NA,NA
"8724","bat",NA,NA,NA,NA
"8725","bat",NA,NA,NA,NA
"8726","bat",NA,NA,NA,NA
"8727","bat",NA,NA,NA,NA
"8728","bat",NA,NA,NA,NA
"8729","bat",NA,NA,NA,NA
"8730","bat",NA,NA,NA,NA
"8731","bat",NA,NA,NA,NA
"8732","bat",NA,NA,NA,NA
"8733","bat",NA,NA,NA,NA
"8734","bat",NA,NA,NA,NA
"8735","bat",NA,NA,NA,NA
"8736","bat",NA,NA,NA,NA
"8737","bat",NA,NA,NA,NA
"8738","bat",NA,NA,NA,NA
"8739","bat",NA,NA,NA,NA
"8740","bat",NA,NA,NA,NA
"8741","bat",NA,NA,NA,NA
"8742","bat",NA,NA,NA,NA
"8743","bat",NA,NA,NA,NA
"8744","bat",NA,NA,NA,NA
"8745","bat",NA,NA,NA,NA
"8746","bat",NA,NA,NA,NA
"8747","bat",NA,NA,NA,NA
"8748","bat",NA,NA,NA,NA
"8749","bat",NA,NA,NA,NA
"8750","bat",NA,NA,NA,NA
"8751","bat",NA,NA,NA,NA
"8752","bat",NA,NA,NA,NA
"8753","bat",NA,NA,NA,NA
"8754","bat",NA,NA,NA,NA
"8755","bat",NA,NA,NA,NA
"8756","bat",NA,NA,NA,NA
"8757","bat",NA,NA,NA,NA
"8758","bat",NA,NA,NA,NA
"8759","bat",NA,NA,NA,NA
"8760","bat",NA,NA,NA,NA
"8761","bat",NA,NA,NA,NA
"8762","bat",NA,NA,NA,NA
"8763","bat",NA,NA,NA,NA
"8764","bat",NA,NA,NA,NA
"8765","bat",NA,NA,NA,NA
"8766","bat",NA,NA,NA,NA
"8767","bat",NA,NA,NA,NA
"8768","bat",NA,NA,NA,NA
"8769","bat",NA,NA,NA,NA
"8770","bat",NA,NA,NA,NA
"8771","bat",NA,NA,NA,NA
"8772","bat",NA,NA,NA,NA
"8773","bat",NA,NA,NA,NA
"8774","bat",NA,NA,NA,NA
"8775","bat",NA,NA,NA,NA
"8776","bat",NA,NA,NA,NA
"8777","bat",NA,NA,NA,NA
"8778","bat",NA,NA,NA,NA
"8779","bat",NA,NA,NA,NA
"8780","bat",NA,NA,NA,NA
"8781","bat",NA,NA,NA,NA
"8782","bat",NA,NA,NA,NA
"8783","bat",NA,NA,NA,NA
"8784","bat",NA,NA,NA,NA
"8785","bat",NA,NA,NA,NA
"8786","bat",NA,NA,NA,NA
"8787","bat",NA,NA,NA,NA
"8788","bat",NA,NA,NA,NA
"8789","bat",NA,NA,NA,NA
"8790","bat",NA,NA,NA,NA
"8791","bat",NA,NA,NA,NA
"8792","bat",NA,NA,NA,NA
"8793","bat",NA,NA,NA,NA
"8794","bat",NA,NA,NA,NA
"8795","bat",NA,NA,NA,NA
"8796","bat",NA,NA,NA,NA
"8797","bat",NA,NA,NA,NA
"8798","bat",NA,NA,NA,NA
"8799","bat",NA,NA,NA,NA
"8800","bat",NA,NA,NA,NA
"8801","bat",NA,NA,NA,NA
"8802","bat",NA,NA,NA,NA
"8803","bat",NA,NA,NA,NA
"8804","bat",NA,NA,NA,NA
"8805","bat",NA,NA,NA,NA
"8806","bat",NA,NA,NA,NA
"8807","bat",NA,NA,NA,NA
"8808","bat",NA,NA,NA,NA
"8809","bat",NA,NA,NA,NA
"8810","bat",NA,NA,NA,NA
"8811","bat",NA,NA,NA,NA
"8812","bat",NA,NA,NA,NA
"8813","bat",NA,NA,NA,NA
"8814","bat",NA,NA,NA,NA
"8815","bat",NA,NA,NA,NA
"8816","bat",NA,NA,NA,NA
"8817","bat",NA,NA,NA,NA
"8818","bat",NA,NA,NA,NA
"8819","bat",NA,NA,NA,NA
"8820","bat",NA,NA,NA,NA
"8821","bat",NA,NA,NA,NA
"8822","bat",NA,NA,NA,NA
"8823","bat",NA,NA,NA,NA
"8824","bat",NA,NA,NA,NA
"8825","bat",NA,NA,NA,NA
"8826","bat",NA,NA,NA,NA
"8827","bat",NA,NA,NA,NA
"8828","bat",NA,NA,NA,NA
"8829","bat",NA,NA,NA,NA
"8830","bat",NA,NA,NA,NA
"8831","bat",NA,NA,NA,NA
"8832","bat",NA,NA,NA,NA
"8833","bat",NA,NA,NA,NA
"8834","bat",NA,NA,NA,NA
"8835","bat",NA,NA,NA,NA
"8836","bat",NA,NA,NA,NA
"8837","bat",NA,NA,NA,NA
"8838","bat",NA,NA,NA,NA
"8839","bat",NA,NA,NA,NA
"8840","bat",NA,NA,NA,NA
"8841","bat",NA,NA,NA,NA
"8842","bat",NA,NA,NA,NA
"8843","bat",NA,NA,NA,NA
"8844","bat",NA,NA,NA,NA
"8845","bat",NA,NA,NA,NA
"8846","bat",NA,NA,NA,NA
"8847","bat",NA,NA,NA,NA
"8848","bat",NA,NA,NA,NA
"8849","bat",NA,NA,NA,NA
"8850","bat",NA,NA,NA,NA
"8851","bat",NA,NA,NA,NA
"8852","bat",NA,NA,NA,NA
"8853","bat",NA,NA,NA,NA
"8854","bat",NA,NA,NA,NA
"8855","bat",NA,NA,NA,NA
"8856","bat",NA,NA,NA,NA
"8857","bat",NA,NA,NA,NA
"8858","bat",NA,NA,NA,NA
"8859","bat",NA,NA,NA,NA
"8860","bat",NA,NA,NA,NA
"8861","bat",NA,NA,NA,NA
"8862","bat",NA,NA,NA,NA
"8863","bat",NA,NA,NA,NA
"8864","bat",NA,NA,NA,NA
"8865","bat",NA,NA,NA,NA
"8866","bat",NA,NA,NA,NA
"8867","bat",NA,NA,NA,NA
"8868","bat",NA,NA,NA,NA
"8869","bat",NA,NA,NA,NA
"8870","bat",NA,NA,NA,NA
"8871","bat",NA,NA,NA,NA
"8872","bat",NA,NA,NA,NA
"8873","bat",NA,NA,NA,NA
"8874","bat",NA,NA,NA,NA
"8875","bat",NA,NA,NA,NA
"8876","bat",NA,NA,NA,NA
"8877","bat",NA,NA,NA,NA
"8878","bat",NA,NA,NA,NA
"8879","bat",NA,NA,NA,NA
"8880","bat",NA,NA,NA,NA
"8881","bat",NA,NA,NA,NA
"8882","bat",NA,NA,NA,NA
"8883","bat",NA,NA,NA,NA
"8884","bat",NA,NA,NA,NA
"8885","bat",NA,NA,NA,NA
"8886","bat",NA,NA,NA,NA
"8887","bat",NA,NA,NA,NA
"8888","bat",NA,NA,NA,NA
"8889","bat",NA,NA,NA,NA
"8890","bat",NA,NA,NA,NA
"8891","bat",NA,NA,NA,NA
"8892","bat",NA,NA,NA,NA
"8893","bat",NA,NA,NA,NA
"8894","bat",NA,NA,NA,NA
"8895","bat",NA,NA,NA,NA
"8896","bat",NA,NA,NA,NA
"8897","bat",NA,NA,NA,NA
"8898","bat",NA,NA,NA,NA
"8899","bat",NA,NA,NA,NA
"8900","bat",NA,NA,NA,NA
"8901","bat",NA,NA,NA,NA
"8902","bat",NA,NA,NA,NA
"8903","bat",NA,NA,NA,NA
"8904","bat",NA,NA,NA,NA
"8905","bat",NA,NA,NA,NA
"8906","bat",NA,NA,NA,NA
"8907","bat",NA,NA,NA,NA
"8908","bat",NA,NA,NA,NA
"8909","bat",NA,NA,NA,NA
"8910","bat",NA,NA,NA,NA
"8911","bat",NA,NA,NA,NA
"8912","bat",NA,NA,NA,NA
"8913","bat",NA,NA,NA,NA
"8914","bat",NA,NA,NA,NA
"8915","bat",NA,NA,NA,NA
"8916","bat",NA,NA,NA,NA
"8917","bat",NA,NA,NA,NA
"8918","bat",NA,NA,NA,NA
"8919","bat",NA,NA,NA,NA
"8920","bat",NA,NA,NA,NA
"8921","bat",NA,NA,NA,NA
"8922","bat",NA,NA,NA,NA
"8923","bat",NA,NA,NA,NA
"8924","bat",NA,NA,NA,NA
"8925","bat",NA,NA,NA,NA
"8926","bat",NA,NA,NA,NA
"8927","bat",NA,NA,NA,NA
"8928","bat",NA,NA,NA,NA
"8929","bat",NA,NA,NA,NA
"8930","bat",NA,NA,NA,NA
"8931","bat",NA,NA,NA,NA
